2.68	2.50	2.37	122	0.36	2.68	1	11
2.39	3.17	2.25	123	0.41	3.17	3	31
5.54	6.94	6.11	124	0.37	6.94	1	11
5.54	4.85	7.99	125	0.43	7.99	3	31
-1.56	-2.93	-0.51	126	0.64	-0.51	2	22
-7.33	-6.93	-5.10	127	0.85	-5.10	2	22
-3.48	-7.08	-1.61	128	0.60	-1.61	2	22
-1.82	-7.08	-0.75	129	0.55	-0.75	3	32
1.39	0.57	-0.97	130	0.61	1.39	2	21
1.56	2.26	1.31	131	0.44	2.26	3	31
5.85	5.27	5.96	132	0.35	5.96	1	11
5.65	5.39	5.56	133	0.34	5.65	1	11
3.50	3.25	3.91	134	0.37	3.91	1	11
4.48	5.08	4.55	135	0.36	5.08	1	11
1.69	1.19	3.52	136	0.55	3.52	3	31
2.47	4.05	3.47	137	0.41	4.05	3	31
2.54	2.46	4.97	138	0.50	4.97	3	31
-0.45	2.40	1.42	139	0.60	2.40	2	21
0.15	1.08	5.35	140	0.81	5.35	2	21
3.15	5.42	2.43	141	0.49	5.42	3	31
3.00	4.49	5.17	142	0.41	5.17	3	31
7.47	5.18	7.61	143	0.38	7.61	1	11
-3.37	-1.76	-8.71	144	0.57	-1.76	3	32
-2.53	-7.08	-5.97	145	0.80	-2.53	2	22
-7.33	-7.08	-8.71	146	0.54	-7.08	3	32
5.40	4.78	2.95	147	0.41	5.40	3	31
-1.97	-7.08	-5.75	148	0.79	-1.97	2	22
-7.33	-7.08	-8.56	149	0.54	-7.08	3	32
5.26	5.56	5.54	150	0.34	5.56	1	11
0.19	2.38	3.08	151	0.54	3.08	3	31
-1.25	0.68	-2.97	152	0.68	0.68	2	21
5.40	4.94	5.60	153	0.35	5.60	1	11
2.94	1.77	2.69	154	0.40	2.94	1	11
0.32	0.78	-0.54	155	0.60	0.78	2	21
4.03	2.64	2.79	156	0.43	4.03	3	31
4.34	4.63	6.04	157	0.40	6.04	3	31
3.63	3.01	3.69	158	0.36	3.69	1	11
7.55	6.82	7.14	159	0.35	7.55	1	11
6.58	6.64	6.71	160	0.34	6.71	1	11
-7.18	-7.08	-3.75	161	0.97	-3.75	2	22
1.65	0.26	-0.90	162	0.69	1.65	2	21
2.70	0.70	1.68	163	0.53	2.70	3	31
3.39	2.44	3.65	164	0.38	3.65	1	11
1.00	-0.07	0.58	165	0.62	1.00	2	21
3.69	3.88	3.94	166	0.34	3.94	1	11
5.46	5.44	5.16	167	0.34	5.46	1	11
-4.85	-7.08	-8.71	168	0.70	-4.85	2	22
1.44	0.97	0.49	169	0.50	1.44	3	31
0.08	1.70	1.40	170	0.53	1.70	3	31
-3.85	-2.85	-1.81	171	0.67	-1.81	2	22
6.64	6.18	6.51	172	0.34	6.64	1	11
-1.13	-2.93	-5.39	173	0.63	-1.13	2	22
6.84	6.57	6.06	174	0.35	6.84	1	11
-0.10	-0.35	-3.27	175	0.52	-0.10	3	32
8.21	7.17	7.87	176	0.35	8.21	1	11
6.90	6.56	7.59	177	0.36	7.59	1	11
2.78	3.69	3.57	178	0.37	3.69	1	11
5.58	5.13	5.67	179	0.35	5.67	1	11
5.26	5.81	5.76	180	0.35	5.81	1	11
-3.27	-4.35	-4.10	181	0.81	-3.27	2	22
-2.37	-1.89	-0.16	182	0.82	-0.16	2	22
5.22	4.20	4.64	183	0.37	5.22	1	11
5.99	5.75	5.76	184	0.34	5.99	1	11
0.20	-1.38	-1.94	185	0.79	0.20	2	21
4.27	0.45	0.67	186	0.79	4.27	2	21
0.28	-0.85	-3.20	187	0.60	0.28	3	31
9.78	8.54	8.79	188	0.36	9.78	1	11
-7.33	-5.35	-8.71	189	0.71	-5.35	2	22
0.77	1.15	0.75	190	0.43	1.15	3	31
-1.62	4.22	-1.15	191	0.93	4.22	2	21
3.91	3.45	4.16	192	0.36	4.16	1	11
-0.39	0.87	0.91	193	0.51	0.91	3	31
1.90	0.67	0.96	194	0.54	1.90	3	31
-7.33	-7.08	-8.71	195	0.54	-7.08	3	32
-1.01	0.75	2.24	196	0.65	2.24	2	21
-2.32	-7.08	-2.58	197	0.51	-2.32	3	32
2.96	4.55	3.01	198	0.43	4.55	3	31
4.98	3.20	3.79	199	0.42	4.98	3	31
0.15	1.05	2.44	200	0.67	2.44	2	21
7.20	6.98	6.91	201	0.34	7.20	1	11
3.41	4.21	3.12	202	0.39	4.21	1	11
-0.43	3.96	-0.50	203	0.98	3.96	2	21
5.29	7.97	5.45	204	0.43	7.97	3	31
-2.22	1.20	-5.10	205	0.69	1.20	2	21
0.29	1.21	1.45	206	0.49	1.45	3	31
-3.48	-0.04	0.08	207	0.51	0.09	3	31
-2.18	-3.35	-0.77	208	0.69	-0.77	2	22
2.56	2.90	3.31	209	0.38	3.31	1	11
4.07	4.19	4.38	210	0.35	4.38	1	11
3.42	3.35	4.36	211	0.39	4.36	1	11
9.30	9.22	9.03	212	0.34	9.30	1	11
-3.85	-7.08	-0.42	213	0.67	-0.42	2	22
4.85	4.80	5.58	214	0.37	5.58	1	11
5.31	5.54	5.70	215	0.34	5.70	1	11
4.54	6.52	5.47	216	0.39	6.52	1	11
6.17	6.12	6.38	217	0.34	6.38	1	11
8.42	7.71	8.17	218	0.35	8.42	1	11
3.42	3.07	6.68	219	0.51	6.68	3	31
-1.18	-7.08	0.35	220	0.56	0.35	3	31
-1.82	-3.23	-0.74	221	0.64	-0.74	2	22
4.55	0.99	-0.39	222	0.78	4.55	2	21
2.93	-0.25	-2.41	223	0.71	2.93	2	21
6.88	6.93	7.02	224	0.34	7.02	1	11
-1.45	-0.11	-2.77	225	0.67	-0.11	2	22
4.19	5.51	3.94	226	0.40	5.51	3	31
6.33	5.70	5.89	227	0.35	6.33	1	11
4.42	3.92	4.35	228	0.35	4.42	1	11
6.52	6.21	6.18	229	0.34	6.52	1	11
4.65	4.21	4.26	230	0.35	4.65	1	11
4.29	6.73	5.81	231	0.40	6.73	1	11
-1.34	-3.13	0.20	232	0.65	0.20	2	21
6.45	6.58	6.69	233	0.34	6.69	1	11
-4.85	-7.08	-2.43	234	0.68	-2.43	2	22
5.30	5.37	4.87	235	0.35	5.37	1	11
-0.03	7.84	1.02	236	0.88	7.84	2	21
-1.97	-0.80	-1.35	237	0.65	-0.80	2	22
2.08	2.53	2.09	238	0.38	2.53	1	11
1.63	2.03	1.76	239	0.37	2.03	1	11
2.37	3.01	2.67	240	0.37	3.01	1	11
2.10	3.88	2.91	241	0.44	3.88	3	31
2.86	3.49	-0.13	242	0.55	3.49	3	31
4.61	4.14	3.89	243	0.36	4.61	1	11
-7.33	-7.08	-8.71	244	0.54	-7.08	3	32
5.68	5.61	5.73	245	0.34	5.73	1	11
5.75	5.52	5.80	246	0.34	5.80	1	11
-0.70	-7.08	1.61	247	0.58	1.61	3	31
7.12	6.66	6.95	248	0.34	7.12	1	11
-1.25	-7.08	-2.67	249	0.57	-1.24	3	32
4.79	5.05	5.15	250	0.34	5.15	1	11
5.77	6.08	6.52	251	0.35	6.52	1	11
7.27	7.47	7.78	252	0.35	7.78	1	11
-0.85	2.01	1.66	253	0.53	2.01	3	31
5.46	5.23	5.63	254	0.34	5.63	1	11
6.71	6.55	6.83	255	0.34	6.83	1	11
6.42	4.49	4.59	256	0.41	6.42	3	31
-2.22	-0.09	-3.20	257	0.76	-0.09	2	22
7.65	7.79	7.13	258	0.35	7.79	1	11
6.43	5.96	6.36	259	0.34	6.43	1	11
-0.87	-0.16	3.34	260	0.86	3.34	2	21
5.92	5.44	5.85	261	0.34	5.92	1	11
5.90	5.91	5.94	262	0.33	5.94	1	11
3.62	3.95	4.33	263	0.36	4.33	1	11
0.37	-1.98	-1.67	264	0.88	0.37	2	21
6.18	7.24	6.46	265	0.36	7.24	1	11
5.03	4.79	5.02	266	0.34	5.03	1	11
-0.84	0.96	4.13	267	0.73	4.13	2	21
-1.01	1.30	-0.24	268	0.75	1.30	2	21
6.12	5.92	6.03	269	0.34	6.12	1	11
-2.09	-7.08	-6.97	270	0.98	-2.09	2	22
5.02	5.01	4.96	271	0.33	5.02	1	11
7.28	7.37	7.36	272	0.33	7.37	1	11
4.11	4.20	4.36	273	0.34	4.36	1	11
5.06	4.68	4.98	274	0.34	5.06	1	11
6.65	5.99	6.39	275	0.35	6.65	1	11
6.89	7.25	6.87	276	0.35	7.25	1	11
4.06	4.09	4.41	277	0.35	4.41	1	11
